,chapter,senten_num,sentiment,person
293,5,57,0.8995623138464085,李诗情
294,5,59,0.992793958108231,肖鹤云
295,5,60,0.8122784381670446,肖鹤云
296,5,65,0.8528451962153633,肖鹤云
297,5,65,0.8528451962153633,李诗情
298,5,68,0.9419463463143389,肖鹤云
299,5,68,0.9419463463143389,李诗情
300,5,73,0.6428853049586598,肖鹤云
301,5,74,0.8965745241617686,李诗情
302,5,76,0.9857233983652979,肖鹤云
303,5,77,0.969031681919585,肖鹤云
304,5,77,0.969031681919585,李诗情
305,5,81,0.9348407519466897,肖鹤云
306,5,81,0.9348407519466897,李诗情
307,5,86,0.9863918096543771,李诗情
308,5,89,0.9636402264384413,肖鹤云
309,5,91,0.9661758898864534,肖鹤云
310,5,91,0.9661758898864534,李诗情
311,5,96,0.9987211082868727,肖鹤云
312,5,96,0.9987211082868727,李诗情
313,5,97,0.9762094888646452,肖鹤云
314,5,101,0.47391227156993354,肖鹤云
315,5,101,0.47391227156993354,李诗情
316,5,106,0.9996923639234907,肖鹤云
317,5,106,0.9996923639234907,李诗情
318,5,113,0.9557748890081788,肖鹤云
319,5,113,0.9557748890081788,李诗情
320,6,4,0.08711469625427204,张警官
321,6,8,0.011664613075279995,卢迪
322,6,9,0.9477898356577217,肖鹤云
323,6,9,0.9477898356577217,李诗情
324,6,12,0.1272763049373865,李诗情
325,6,12,0.1272763049373865,卢迪
326,6,13,0.4737672181921908,卢迪
327,6,14,0.038292824115116475,李诗情
328,6,15,0.10958734275036519,卢迪
329,6,21,0.9994736474443864,肖鹤云
330,6,21,0.9994736474443864,李诗情
331,6,21,0.9994736474443864,卢迪
332,6,22,0.7188541929248119,卢迪
333,6,23,0.2343488708474425,卢迪
334,6,24,0.3948218166876323,卢迪
335,6,28,0.030328414442606477,卢迪
336,6,29,0.9979984644395675,肖鹤云
337,6,29,0.9979984644395675,李诗情
338,6,34,0.9999279363204506,肖鹤云
339,6,34,0.9999279363204506,李诗情
340,6,34,0.9999279363204506,卢迪
341,6,36,0.49443242712352165,卢迪
342,6,38,0.6755946335900128,卢迪
343,6,42,0.15715498178048637,卢迪
344,6,43,0.2883928661326973,卢迪
345,6,44,0.6379824759483227,卢迪
346,6,45,0.5,卢迪
347,6,49,0.5056617141915788,卢迪
348,6,54,0.3925782514460149,卢迪
349,6,55,0.18999029011464297,卢迪
350,6,56,0.009065523097213646,卢迪
351,6,57,0.9963968558890394,肖鹤云
352,6,57,0.9963968558890394,李诗情
353,6,57,0.9963968558890394,卢迪
354,6,58,0.11524991675531515,卢迪
355,6,59,0.0964907031879455,卢迪
356,6,61,0.20454022162471153,卢迪
357,6,63,0.27656805806080553,卢迪
358,6,65,0.08478739832215443,卢迪
359,6,66,0.5180297910986704,卢迪
360,6,68,0.26732640946717046,卢迪
361,6,69,0.5663980091345865,卢迪
362,6,75,0.7924735796249395,卢迪
363,6,76,0.15715107449975907,卢迪
364,6,77,0.20804895664492484,卢迪
365,6,79,0.878460255658015,肖鹤云
366,6,79,0.878460255658015,李诗情
367,6,84,0.67482801561622,李诗情
368,6,85,0.9989106076410359,肖鹤云
369,6,89,0.7286954466239596,李诗情
370,6,94,0.6012784859036444,李诗情
371,6,95,0.78373752528935,李诗情
372,6,95,0.78373752528935,卢迪
373,6,96,0.5519365882949195,肖鹤云
374,6,97,0.5573889912408464,李诗情
375,6,98,0.9795314532833244,肖鹤云
376,6,101,0.9762094888646452,肖鹤云
377,6,102,0.030762985650749974,卢迪
378,6,106,0.029439097295609673,卢迪
379,6,108,0.2740380360496508,张警官
380,6,110,0.2412671717435554,张警官
381,6,111,0.298049116967929,张警官
382,6,112,0.9974919317488368,肖鹤云
383,6,112,0.9974919317488368,李诗情
384,6,112,0.9974919317488368,卢迪
385,6,113,0.29268999954135344,卢迪
386,7,2,0.15179734819684843,肖鹤云
387,7,2,0.15179734819684843,李诗情
388,7,5,0.43267183054631975,肖鹤云
389,7,5,0.43267183054631975,卢迪
390,7,7,0.8348113051853514,肖鹤云
391,7,7,0.8348113051853514,李诗情
392,7,8,0.2412671717435554,张警官
393,7,9,0.9126899249257071,李诗情
394,7,11,0.9464291118138273,肖鹤云
395,7,14,0.7660462235196507,肖鹤云
396,7,14,0.7660462235196507,李诗情
397,7,14,0.7660462235196507,张警官
398,7,26,0.016591735317480594,张警官
399,7,27,0.8337280349370435,肖鹤云
400,7,27,0.8337280349370435,李诗情
401,7,30,0.22743775517538156,李诗情
402,7,42,0.8097170892370886,卢迪
403,7,44,0.08178458447355652,卢迪
404,7,46,0.9159451026761125,卢迪
405,7,47,0.17790141637642531,张警官
406,7,49,0.9985342249067015,肖鹤云
407,7,49,0.9985342249067015,李诗情
408,7,52,0.5955485552103303,卢迪
409,7,53,0.4550721945496723,卢迪
410,7,56,0.5934937875950088,卢迪
411,7,57,0.07229288381219534,卢迪
412,7,59,0.7037188227714501,卢迪
413,7,60,0.6864403227850107,卢迪
414,7,61,0.29228790664739746,卢迪
415,7,64,0.5544465665204066,卢迪
416,7,65,0.6791743773714938,卢迪
417,7,66,0.9260843852729346,卢迪
418,7,67,0.2295190406896026,卢迪
419,7,69,0.625628646765197,卢迪
420,7,70,0.8449723929562858,卢迪
421,7,71,0.5351401905608494,肖鹤云
422,7,71,0.5351401905608494,李诗情
423,7,76,0.13491976001420503,卢迪
424,7,80,0.979243947823778,卢迪
425,7,80,0.979243947823778,张警官
426,7,81,0.22681956736464026,卢迪
427,7,82,0.8414045175045544,卢迪
428,7,84,0.9655025064558135,肖鹤云
429,7,84,0.9655025064558135,李诗情
430,7,86,0.847341722878314,李诗情
431,7,90,0.44055807693845983,卢迪
432,7,91,0.5386602157403307,肖鹤云
433,7,91,0.5386602157403307,李诗情
434,7,91,0.5386602157403307,卢迪
435,7,92,0.11369396205725046,卢迪
436,7,93,0.24856142160831374,卢迪
437,7,95,0.9847515285317218,肖鹤云
438,7,95,0.9847515285317218,李诗情
439,7,100,0.990468818419895,肖鹤云
440,7,104,0.6934990078664488,肖鹤云
441,7,108,0.9710981114512334,李诗情
442,7,114,0.8777559982653921,李诗情
443,7,123,0.6519822799104952,李诗情
444,8,18,0.7073295495969555,肖鹤云
445,8,18,0.7073295495969555,李诗情
446,8,22,0.6847520268259107,李诗情
447,8,25,0.2155105744046063,李诗情
448,8,26,0.9625238093588894,李诗情
449,8,29,0.4970000002413556,李诗情
450,8,30,0.7865964068493883,李诗情
451,8,35,0.8445089613643404,李诗情
452,8,36,0.8572366938517463,李诗情
453,8,38,0.44055807693845983,卢迪
454,8,40,0.9941545831530967,肖鹤云
455,8,40,0.9941545831530967,李诗情
456,8,42,0.9546289065627476,肖鹤云
457,8,62,0.7864403899938288,李诗情
458,8,64,0.8660962060585551,肖鹤云
459,8,65,0.9828855550765903,肖鹤云
460,8,65,0.9828855550765903,李诗情
461,8,66,0.7317437063016015,李诗情
462,8,68,0.9835103254532777,肖鹤云
463,8,71,0.8963454003079274,肖鹤云
464,8,74,0.6900725750390334,肖鹤云
465,8,76,0.6036074006339557,李诗情
466,8,81,0.9639189307361163,肖鹤云
467,8,81,0.9639189307361163,李诗情
468,8,85,0.7815670323330991,李诗情
469,8,91,0.964415083314183,肖鹤云
470,8,91,0.964415083314183,李诗情
471,8,93,0.44055807693845983,卢迪
472,8,94,0.353174102343226,李诗情
473,8,96,0.22189968077269961,肖鹤云
474,8,98,0.9928917366912933,肖鹤云
475,8,102,0.9815548945301427,肖鹤云
476,8,103,0.7836944088785577,肖鹤云
477,8,103,0.7836944088785577,李诗情
478,8,108,0.9555274623840585,肖鹤云
479,8,108,0.9555274623840585,李诗情
480,8,111,0.7317437063016015,李诗情
481,8,112,0.9987059795783572,肖鹤云
482,8,112,0.9987059795783572,李诗情
483,8,115,0.9985894368872125,肖鹤云
484,8,115,0.9985894368872125,李诗情
485,8,116,0.3451861458490163,李诗情
486,8,119,0.9111372812799086,李诗情
487,8,120,0.9002764751501391,李诗情
488,8,121,0.9963006480027656,肖鹤云
489,8,121,0.9963006480027656,李诗情
490,8,123,0.4299728589809204,李诗情
491,8,125,0.9129675137615236,肖鹤云
492,8,129,0.7085923308003611,肖鹤云
493,8,131,0.8762461587221508,李诗情
494,9,7,0.8251630618122167,肖鹤云
495,9,7,0.8251630618122167,李诗情
496,9,10,0.07039169623739061,肖鹤云
497,9,10,0.07039169623739061,李诗情
498,9,11,0.16436651819018255,张警官
499,9,16,0.9971290896874738,肖鹤云
500,9,16,0.9971290896874738,李诗情
501,9,17,0.9609832907646331,肖鹤云
502,9,17,0.9609832907646331,李诗情
503,9,19,0.8247423132393766,肖鹤云
504,9,21,0.982607272937,肖鹤云
505,9,25,0.9793465248364693,肖鹤云
506,9,25,0.9793465248364693,李诗情
507,9,27,0.9854860108860098,肖鹤云
508,9,29,0.9204856855343325,肖鹤云
509,9,31,0.9998538389729944,肖鹤云
510,9,31,0.9998538389729944,李诗情
511,9,47,0.3376682672889104,张警官
512,9,48,0.9647276159736385,肖鹤云
513,9,48,0.9647276159736385,李诗情
514,9,51,0.9623191162426936,肖鹤云
515,9,51,0.9623191162426936,张警官
516,9,52,0.8513310138321845,李诗情
517,9,53,0.3421823610310851,李诗情
518,9,54,0.41361429944046624,李诗情
519,9,56,0.9762094888646452,肖鹤云
520,9,60,0.40210045401451844,李诗情
521,9,62,0.8513310138321845,李诗情
522,9,63,0.88469743304134,李诗情
523,9,64,0.47833806269261814,肖鹤云
524,9,64,0.47833806269261814,李诗情
525,9,65,0.957480619976439,肖鹤云
526,9,68,0.24652341429354463,张警官
527,9,71,0.3426167494463944,李诗情
528,9,72,0.6597894646983726,肖鹤云
529,9,72,0.6597894646983726,李诗情
530,9,73,0.7631196409785571,卢迪
